,iso_code,location,date,total_cases,total_deaths
5000,EGY,Egypt,2020-04-11,1794,135
5001,EGY,Egypt,2020-04-12,1939,146
5002,EGY,Egypt,2020-04-13,2065,159
5003,EGY,Egypt,2020-04-14,2190,164
5004,EGY,Egypt,2020-04-15,2350,178
5005,EGY,Egypt,2020-04-16,2505,183
5006,EGY,Egypt,2020-04-17,2673,196
5007,EGY,Egypt,2020-04-18,2844,205
5008,EGY,Egypt,2020-04-19,3032,224
5009,EGY,Egypt,2020-04-20,3144,239
5010,EGY,Egypt,2020-04-21,3333,250
5011,EGY,Egypt,2020-04-22,3490,264
5012,EGY,Egypt,2020-04-23,3490,264
5013,EGY,Egypt,2020-04-24,3659,276
5014,EGY,Egypt,2020-04-25,4092,294
5015,EGY,Egypt,2020-04-26,4319,307
5016,EGY,Egypt,2020-04-27,4319,307
5017,EGY,Egypt,2020-04-28,4782,337
5018,EGY,Egypt,2020-04-29,5042,359
5019,EGY,Egypt,2020-04-30,5268,380
5020,EGY,Egypt,2020-05-01,5537,392
5021,EGY,Egypt,2020-05-02,5895,406
5022,EGY,Egypt,2020-05-03,6193,415
5023,EGY,Egypt,2020-05-04,6465,429
5024,EGY,Egypt,2020-05-05,6813,436
5025,EGY,Egypt,2020-05-06,7201,452
5026,EGY,Egypt,2020-05-07,7588,469
5027,EGY,Egypt,2020-05-08,7981,482
5028,EGY,Egypt,2020-05-09,8476,503
5029,EGY,Egypt,2020-05-10,8964,514
5030,EGY,Egypt,2020-05-11,9400,525
5031,EGY,Egypt,2020-05-12,9746,533
5032,EGY,Egypt,2020-05-13,10093,544
5033,EGY,Egypt,2020-05-14,10431,556
5034,EGY,Egypt,2020-05-15,10829,571
5035,EGY,Egypt,2020-05-16,11228,592
5036,EGY,Egypt,2020-05-17,11719,612
5037,ERI,Eritrea,2020-03-22,1,0
5038,ERI,Eritrea,2020-03-23,1,0
5039,ERI,Eritrea,2020-03-24,1,0
5040,ERI,Eritrea,2020-03-25,1,0
5041,ERI,Eritrea,2020-03-26,4,0
5042,ERI,Eritrea,2020-03-27,6,0
5043,ERI,Eritrea,2020-03-28,6,0
5044,ERI,Eritrea,2020-03-29,6,0
5045,ERI,Eritrea,2020-03-30,12,0
5046,ERI,Eritrea,2020-03-31,12,0
5047,ERI,Eritrea,2020-04-01,15,0
5048,ERI,Eritrea,2020-04-02,18,0
5049,ERI,Eritrea,2020-04-03,22,0
5050,ERI,Eritrea,2020-04-04,22,0
5051,ERI,Eritrea,2020-04-05,29,0
5052,ERI,Eritrea,2020-04-06,29,0
5053,ERI,Eritrea,2020-04-07,31,0
5054,ERI,Eritrea,2020-04-08,31,0
5055,ERI,Eritrea,2020-04-09,33,0
5056,ERI,Eritrea,2020-04-10,33,0
5057,ERI,Eritrea,2020-04-11,34,0
5058,ERI,Eritrea,2020-04-12,34,0
5059,ERI,Eritrea,2020-04-13,34,0
5060,ERI,Eritrea,2020-04-14,34,0
5061,ERI,Eritrea,2020-04-15,35,0
5062,ERI,Eritrea,2020-04-16,35,0
5063,ERI,Eritrea,2020-04-17,35,0
5064,ERI,Eritrea,2020-04-18,35,0
5065,ERI,Eritrea,2020-04-19,35,0
5066,ERI,Eritrea,2020-04-20,39,0
5067,ERI,Eritrea,2020-04-21,39,0
5068,ERI,Eritrea,2020-04-22,39,0
5069,ERI,Eritrea,2020-04-23,39,0
5070,ERI,Eritrea,2020-04-24,39,0
5071,ERI,Eritrea,2020-04-25,39,0
5072,ERI,Eritrea,2020-04-26,39,0
5073,ERI,Eritrea,2020-04-27,39,0
5074,ERI,Eritrea,2020-04-28,39,0
5075,ERI,Eritrea,2020-04-29,39,0
5076,ERI,Eritrea,2020-04-30,39,0
5077,ERI,Eritrea,2020-05-01,39,0
5078,ERI,Eritrea,2020-05-02,39,0
5079,ERI,Eritrea,2020-05-03,39,0
5080,ERI,Eritrea,2020-05-04,39,0
5081,ERI,Eritrea,2020-05-05,39,0
5082,ERI,Eritrea,2020-05-06,39,0
5083,ERI,Eritrea,2020-05-07,39,0
5084,ERI,Eritrea,2020-05-08,39,0
5085,ERI,Eritrea,2020-05-09,39,0
5086,ERI,Eritrea,2020-05-10,39,0
5087,ERI,Eritrea,2020-05-11,39,0
5088,ERI,Eritrea,2020-05-12,39,0
5089,ERI,Eritrea,2020-05-13,39,0
5090,ERI,Eritrea,2020-05-14,39,0
5091,ERI,Eritrea,2020-05-15,39,0
5092,ERI,Eritrea,2020-05-16,39,0
5093,ERI,Eritrea,2020-05-17,39,0
5094,ESH,Western Sahara,2020-04-26,6,0
5095,ESH,Western Sahara,2020-04-27,6,0
5096,ESH,Western Sahara,2020-04-28,6,0
5097,ESH,Western Sahara,2020-04-29,6,0
5098,ESH,Western Sahara,2020-04-30,6,0
5099,ESH,Western Sahara,2020-05-01,6,0
5100,ESH,Western Sahara,2020-05-02,6,0
5101,ESH,Western Sahara,2020-05-03,6,0
5102,ESH,Western Sahara,2020-05-04,6,0
5103,ESH,Western Sahara,2020-05-05,6,0
5104,ESH,Western Sahara,2020-05-06,6,0
5105,ESH,Western Sahara,2020-05-07,6,0
5106,ESH,Western Sahara,2020-05-08,6,0
5107,ESH,Western Sahara,2020-05-09,6,0
5108,ESH,Western Sahara,2020-05-10,6,0
5109,ESH,Western Sahara,2020-05-11,6,0
5110,ESH,Western Sahara,2020-05-12,6,0
5111,ESH,Western Sahara,2020-05-13,6,0
5112,ESH,Western Sahara,2020-05-14,6,0
5113,ESH,Western Sahara,2020-05-15,6,0
5114,ESH,Western Sahara,2020-05-16,6,0
5115,ESH,Western Sahara,2020-05-17,6,0
5116,ESP,Spain,2019-12-31,0,0
5117,ESP,Spain,2020-01-01,0,0
5118,ESP,Spain,2020-01-02,0,0
5119,ESP,Spain,2020-01-03,0,0
5120,ESP,Spain,2020-01-04,0,0
5121,ESP,Spain,2020-01-05,0,0
5122,ESP,Spain,2020-01-06,0,0
5123,ESP,Spain,2020-01-07,0,0
5124,ESP,Spain,2020-01-08,0,0
5125,ESP,Spain,2020-01-09,0,0
5126,ESP,Spain,2020-01-10,0,0
5127,ESP,Spain,2020-01-11,0,0
5128,ESP,Spain,2020-01-12,0,0
5129,ESP,Spain,2020-01-13,0,0
5130,ESP,Spain,2020-01-14,0,0
5131,ESP,Spain,2020-01-15,0,0
5132,ESP,Spain,2020-01-16,0,0
5133,ESP,Spain,2020-01-17,0,0
5134,ESP,Spain,2020-01-18,0,0
5135,ESP,Spain,2020-01-19,0,0
5136,ESP,Spain,2020-01-20,0,0
5137,ESP,Spain,2020-01-21,0,0
5138,ESP,Spain,2020-01-22,0,0
5139,ESP,Spain,2020-01-23,0,0
5140,ESP,Spain,2020-01-24,0,0
5141,ESP,Spain,2020-01-25,0,0
5142,ESP,Spain,2020-01-26,0,0
5143,ESP,Spain,2020-01-27,0,0
5144,ESP,Spain,2020-01-28,0,0
5145,ESP,Spain,2020-01-29,0,0
5146,ESP,Spain,2020-01-30,0,0
5147,ESP,Spain,2020-01-31,0,0
5148,ESP,Spain,2020-02-01,1,0
5149,ESP,Spain,2020-02-02,1,0
5150,ESP,Spain,2020-02-03,1,0
5151,ESP,Spain,2020-02-04,1,0
5152,ESP,Spain,2020-02-05,1,0
5153,ESP,Spain,2020-02-06,1,0
5154,ESP,Spain,2020-02-07,1,0
5155,ESP,Spain,2020-02-08,1,0
5156,ESP,Spain,2020-02-09,1,0
5157,ESP,Spain,2020-02-10,2,0
5158,ESP,Spain,2020-02-11,2,0
5159,ESP,Spain,2020-02-12,2,0
5160,ESP,Spain,2020-02-13,2,0
5161,ESP,Spain,2020-02-14,2,0
5162,ESP,Spain,2020-02-15,2,0
5163,ESP,Spain,2020-02-16,2,0
5164,ESP,Spain,2020-02-17,2,0
5165,ESP,Spain,2020-02-18,2,0
5166,ESP,Spain,2020-02-19,2,0
5167,ESP,Spain,2020-02-20,2,0
5168,ESP,Spain,2020-02-21,2,0
5169,ESP,Spain,2020-02-22,2,0
5170,ESP,Spain,2020-02-23,2,0
5171,ESP,Spain,2020-02-24,2,0
5172,ESP,Spain,2020-02-25,3,0
5173,ESP,Spain,2020-02-26,9,0
5174,ESP,Spain,2020-02-27,17,0
5175,ESP,Spain,2020-02-28,35,0
5176,ESP,Spain,2020-02-29,54,0
5177,ESP,Spain,2020-03-01,82,0
5178,ESP,Spain,2020-03-02,136,0
5179,ESP,Spain,2020-03-03,192,0
5180,ESP,Spain,2020-03-04,267,0
5181,ESP,Spain,2020-03-05,348,1
5182,ESP,Spain,2020-03-06,531,3
5183,ESP,Spain,2020-03-07,764,5
5184,ESP,Spain,2020-03-08,1094,5
5185,ESP,Spain,2020-03-09,1527,5
5186,ESP,Spain,2020-03-10,2299,28
5187,ESP,Spain,2020-03-11,3274,35
5188,ESP,Spain,2020-03-12,4427,47
5189,ESP,Spain,2020-03-13,5958,84
5190,ESP,Spain,2020-03-14,7641,121
5191,ESP,Spain,2020-03-15,9785,136
5192,ESP,Spain,2020-03-16,11491,288
5193,ESP,Spain,2020-03-17,13994,309
5194,ESP,Spain,2020-03-18,17688,491
5195,ESP,Spain,2020-03-19,21735,598
5196,ESP,Spain,2020-03-20,26304,767
5197,ESP,Spain,2020-03-21,31750,1002
5198,ESP,Spain,2020-03-22,36616,1326
5199,ESP,Spain,2020-03-23,41262,1720
5200,ESP,Spain,2020-03-24,48953,2182
5201,ESP,Spain,2020-03-25,57506,2696
5202,ESP,Spain,2020-03-26,66460,3434
5203,ESP,Spain,2020-03-27,75641,4089
5204,ESP,Spain,2020-03-28,83885,4858
5205,ESP,Spain,2020-03-29,90309,5690
5206,ESP,Spain,2020-03-30,96122,6528
5207,ESP,Spain,2020-03-31,104267,7340
5208,ESP,Spain,2020-04-01,111680,8189
5209,ESP,Spain,2020-04-02,119263,9053
5210,ESP,Spain,2020-04-03,126535,10003
5211,ESP,Spain,2020-04-04,133198,10935
5212,ESP,Spain,2020-04-05,138731,11744
5213,ESP,Spain,2020-04-06,142398,12418
5214,ESP,Spain,2020-04-07,147607,13055
5215,ESP,Spain,2020-04-08,153190,13798
5216,ESP,Spain,2020-04-09,158935,14555
5217,ESP,Spain,2020-04-10,163472,15238
5218,ESP,Spain,2020-04-11,168022,15843
5219,ESP,Spain,2020-04-12,171921,16353
5220,ESP,Spain,2020-04-13,174951,16972
5221,ESP,Spain,2020-04-14,178067,17489
5222,ESP,Spain,2020-04-15,182491,18276
5223,ESP,Spain,2020-04-16,186311,18893
5224,ESP,Spain,2020-04-17,190129,19478
5225,ESP,Spain,2020-04-18,193965,20043
5226,ESP,Spain,2020-04-19,193252,20453
5227,ESP,Spain,2020-04-20,195470,20852
5228,ESP,Spain,2020-04-21,198421,21282
5229,ESP,Spain,2020-04-22,200733,21717
5230,ESP,Spain,2020-04-23,203649,22157
5231,ESP,Spain,2020-04-24,205763,22524
5232,ESP,Spain,2020-04-25,208269,22902
5233,ESP,Spain,2020-04-26,209910,23190
5234,ESP,Spain,2020-04-27,211570,23190
5235,ESP,Spain,2020-04-28,213095,23822
5236,ESP,Spain,2020-04-29,213942,24275
5237,ESP,Spain,2020-04-30,215183,24543
5238,ESP,Spain,2020-05-01,216570,24824
5239,ESP,Spain,2020-05-02,217804,25100
5240,ESP,Spain,2020-05-03,218739,25264
5241,ESP,Spain,2020-05-04,219205,25428
5242,ESP,Spain,2020-05-05,220244,25613
5243,ESP,Spain,2020-05-06,221124,25857
5244,ESP,Spain,2020-05-07,222045,26070
5245,ESP,Spain,2020-05-08,223218,26251
5246,ESP,Spain,2020-05-09,223961,26478
5247,ESP,Spain,2020-05-10,227377,26621
5248,ESP,Spain,2020-05-11,227770,26744
5249,ESP,Spain,2020-05-12,228252,26920
5250,ESP,Spain,2020-05-13,228691,27104
5251,ESP,Spain,2020-05-14,229540,27321
5252,ESP,Spain,2020-05-15,230183,27459
5253,ESP,Spain,2020-05-16,230698,27563
5254,EST,Estonia,2019-12-31,0,0
5255,EST,Estonia,2020-01-01,0,0
5256,EST,Estonia,2020-01-02,0,0
5257,EST,Estonia,2020-01-03,0,0
5258,EST,Estonia,2020-01-04,0,0
5259,EST,Estonia,2020-01-05,0,0
5260,EST,Estonia,2020-01-06,0,0
5261,EST,Estonia,2020-01-07,0,0
5262,EST,Estonia,2020-01-08,0,0
5263,EST,Estonia,2020-01-09,0,0
5264,EST,Estonia,2020-01-10,0,0
5265,EST,Estonia,2020-01-11,0,0
5266,EST,Estonia,2020-01-12,0,0
5267,EST,Estonia,2020-01-13,0,0
5268,EST,Estonia,2020-01-14,0,0
5269,EST,Estonia,2020-01-15,0,0
5270,EST,Estonia,2020-01-16,0,0
5271,EST,Estonia,2020-01-17,0,0
5272,EST,Estonia,2020-01-18,0,0
5273,EST,Estonia,2020-01-19,0,0
5274,EST,Estonia,2020-01-20,0,0
5275,EST,Estonia,2020-01-21,0,0
5276,EST,Estonia,2020-01-22,0,0
5277,EST,Estonia,2020-01-23,0,0
5278,EST,Estonia,2020-01-24,0,0
5279,EST,Estonia,2020-01-25,0,0
5280,EST,Estonia,2020-01-26,0,0
5281,EST,Estonia,2020-01-27,0,0
5282,EST,Estonia,2020-01-28,0,0
5283,EST,Estonia,2020-01-29,0,0
5284,EST,Estonia,2020-01-30,0,0
5285,EST,Estonia,2020-01-31,0,0
5286,EST,Estonia,2020-02-01,0,0
5287,EST,Estonia,2020-02-02,0,0
5288,EST,Estonia,2020-02-03,0,0
5289,EST,Estonia,2020-02-04,0,0
5290,EST,Estonia,2020-02-05,0,0
5291,EST,Estonia,2020-02-06,0,0
5292,EST,Estonia,2020-02-07,0,0
5293,EST,Estonia,2020-02-08,0,0
5294,EST,Estonia,2020-02-09,0,0
5295,EST,Estonia,2020-02-10,0,0
5296,EST,Estonia,2020-02-11,0,0
5297,EST,Estonia,2020-02-12,0,0
5298,EST,Estonia,2020-02-13,0,0
5299,EST,Estonia,2020-02-14,0,0
5300,EST,Estonia,2020-02-15,0,0
5301,EST,Estonia,2020-02-16,0,0
5302,EST,Estonia,2020-02-17,0,0
5303,EST,Estonia,2020-02-18,0,0
5304,EST,Estonia,2020-02-19,0,0
5305,EST,Estonia,2020-02-20,0,0
5306,EST,Estonia,2020-02-21,0,0
5307,EST,Estonia,2020-02-22,0,0
5308,EST,Estonia,2020-02-23,0,0
5309,EST,Estonia,2020-02-24,0,0
5310,EST,Estonia,2020-02-25,0,0
5311,EST,Estonia,2020-02-26,0,0
5312,EST,Estonia,2020-02-27,0,0
5313,EST,Estonia,2020-02-28,1,0
5314,EST,Estonia,2020-02-29,1,0
5315,EST,Estonia,2020-03-01,1,0
5316,EST,Estonia,2020-03-02,1,0
5317,EST,Estonia,2020-03-03,0,0
5318,EST,Estonia,2020-03-04,2,0
5319,EST,Estonia,2020-03-05,0,0
5320,EST,Estonia,2020-03-06,5,0
5321,EST,Estonia,2020-03-07,10,0
5322,EST,Estonia,2020-03-08,0,0
5323,EST,Estonia,2020-03-09,0,0
5324,EST,Estonia,2020-03-10,0,0
5325,EST,Estonia,2020-03-11,13,0
5326,EST,Estonia,2020-03-12,16,0
5327,EST,Estonia,2020-03-13,27,0
5328,EST,Estonia,2020-03-14,79,0
5329,EST,Estonia,2020-03-15,115,0
5330,EST,Estonia,2020-03-16,171,0
5331,EST,Estonia,2020-03-17,205,0
5332,EST,Estonia,2020-03-18,225,0
5333,EST,Estonia,2020-03-19,258,0
5334,EST,Estonia,2020-03-20,267,0
5335,EST,Estonia,2020-03-21,283,0
5336,EST,Estonia,2020-03-22,306,0
5337,EST,Estonia,2020-03-23,326,0
5338,EST,Estonia,2020-03-24,352,0
5339,EST,Estonia,2020-03-25,369,0
5340,EST,Estonia,2020-03-26,404,1
5341,EST,Estonia,2020-03-27,538,1
5342,EST,Estonia,2020-03-28,575,1
5343,EST,Estonia,2020-03-29,640,1
5344,EST,Estonia,2020-03-30,679,3
5345,EST,Estonia,2020-03-31,715,3
5346,EST,Estonia,2020-04-01,745,4
5347,EST,Estonia,2020-04-02,779,5
5348,EST,Estonia,2020-04-03,858,11
5349,EST,Estonia,2020-04-04,961,12
5350,EST,Estonia,2020-04-05,1018,13
5351,EST,Estonia,2020-04-06,1097,15
5352,EST,Estonia,2020-04-07,1108,19
5353,EST,Estonia,2020-04-08,1149,21
5354,EST,Estonia,2020-04-09,1185,24
5355,EST,Estonia,2020-04-10,1207,24
5356,EST,Estonia,2020-04-11,1258,24
5357,EST,Estonia,2020-04-12,1304,24
5358,EST,Estonia,2020-04-13,1309,25
5359,EST,Estonia,2020-04-14,1332,28
5360,EST,Estonia,2020-04-15,1373,31
5361,EST,Estonia,2020-04-16,1402,35
5362,EST,Estonia,2020-04-17,1434,36
5363,EST,Estonia,2020-04-18,1459,38
5364,EST,Estonia,2020-04-19,1512,38
5365,EST,Estonia,2020-04-20,1528,40
5366,EST,Estonia,2020-04-21,1535,40
5367,EST,Estonia,2020-04-22,1552,43
5368,EST,Estonia,2020-04-23,1559,44
5369,EST,Estonia,2020-04-24,1592,45
5370,EST,Estonia,2020-04-25,1605,46
5371,EST,Estonia,2020-04-26,1635,46
5372,EST,Estonia,2020-04-27,1643,49
5373,EST,Estonia,2020-04-28,1647,50
5374,EST,Estonia,2020-04-29,1660,50
5375,EST,Estonia,2020-04-30,1666,50
5376,EST,Estonia,2020-05-01,1689,52
5377,EST,Estonia,2020-05-02,1694,52
5378,EST,Estonia,2020-05-03,1699,53
5379,EST,Estonia,2020-05-04,1700,55
5380,EST,Estonia,2020-05-05,1703,55
5381,EST,Estonia,2020-05-06,1711,55
5382,EST,Estonia,2020-05-07,1713,55
5383,EST,Estonia,2020-05-08,1720,56
5384,EST,Estonia,2020-05-09,1725,56
5385,EST,Estonia,2020-05-10,1733,60
5386,EST,Estonia,2020-05-11,1739,60
5387,EST,Estonia,2020-05-12,1741,61
5388,EST,Estonia,2020-05-13,1746,61
5389,EST,Estonia,2020-05-14,1751,61
5390,EST,Estonia,2020-05-15,1758,62
5391,EST,Estonia,2020-05-16,1766,63
5392,EST,Estonia,2020-05-17,1770,63
5393,ETH,Ethiopia,2020-03-14,1,0
5394,ETH,Ethiopia,2020-03-15,1,0
5395,ETH,Ethiopia,2020-03-16,4,0
5396,ETH,Ethiopia,2020-03-17,5,0
5397,ETH,Ethiopia,2020-03-18,5,0
5398,ETH,Ethiopia,2020-03-19,6,0
5399,ETH,Ethiopia,2020-03-20,7,0
5400,ETH,Ethiopia,2020-03-21,9,0
5401,ETH,Ethiopia,2020-03-22,9,0
5402,ETH,Ethiopia,2020-03-23,11,0
5403,ETH,Ethiopia,2020-03-24,11,0
5404,ETH,Ethiopia,2020-03-25,11,0
5405,ETH,Ethiopia,2020-03-26,12,0
5406,ETH,Ethiopia,2020-03-27,12,0
5407,ETH,Ethiopia,2020-03-28,16,0
5408,ETH,Ethiopia,2020-03-29,16,0
5409,ETH,Ethiopia,2020-03-30,16,0
5410,ETH,Ethiopia,2020-03-31,23,0
5411,ETH,Ethiopia,2020-04-01,25,0
5412,ETH,Ethiopia,2020-04-02,29,0
5413,ETH,Ethiopia,2020-04-03,29,0
5414,ETH,Ethiopia,2020-04-04,35,0
5415,ETH,Ethiopia,2020-04-05,38,0
5416,ETH,Ethiopia,2020-04-06,43,2
5417,ETH,Ethiopia,2020-04-07,44,2
5418,ETH,Ethiopia,2020-04-08,52,2
5419,ETH,Ethiopia,2020-04-09,55,2
5420,ETH,Ethiopia,2020-04-10,56,2
5421,ETH,Ethiopia,2020-04-11,65,2
5422,ETH,Ethiopia,2020-04-12,69,3
5423,ETH,Ethiopia,2020-04-13,71,3
5424,ETH,Ethiopia,2020-04-14,74,3
5425,ETH,Ethiopia,2020-04-15,82,3
5426,ETH,Ethiopia,2020-04-16,85,3
5427,ETH,Ethiopia,2020-04-17,92,3
5428,ETH,Ethiopia,2020-04-18,96,3
5429,ETH,Ethiopia,2020-04-19,105,3
5430,ETH,Ethiopia,2020-04-20,108,3
5431,ETH,Ethiopia,2020-04-21,111,3
5432,ETH,Ethiopia,2020-04-22,114,3
5433,ETH,Ethiopia,2020-04-23,116,3
5434,ETH,Ethiopia,2020-04-24,116,3
5435,ETH,Ethiopia,2020-04-25,117,3
5436,ETH,Ethiopia,2020-04-26,122,3
5437,ETH,Ethiopia,2020-04-27,123,3
5438,ETH,Ethiopia,2020-04-28,124,3
5439,ETH,Ethiopia,2020-04-29,126,3
5440,ETH,Ethiopia,2020-04-30,130,3
5441,ETH,Ethiopia,2020-05-01,131,3
5442,ETH,Ethiopia,2020-05-02,133,3
5443,ETH,Ethiopia,2020-05-03,133,3
5444,ETH,Ethiopia,2020-05-04,135,3
5445,ETH,Ethiopia,2020-05-05,140,3
5446,ETH,Ethiopia,2020-05-06,145,4
5447,ETH,Ethiopia,2020-05-07,162,4
5448,ETH,Ethiopia,2020-05-08,191,4
5449,ETH,Ethiopia,2020-05-09,194,4
5450,ETH,Ethiopia,2020-05-10,210,5
5451,ETH,Ethiopia,2020-05-11,239,5
5452,ETH,Ethiopia,2020-05-12,250,5
5453,ETH,Ethiopia,2020-05-13,261,5
5454,ETH,Ethiopia,2020-05-14,263,5
5455,ETH,Ethiopia,2020-05-15,272,5
5456,ETH,Ethiopia,2020-05-16,287,5
5457,ETH,Ethiopia,2020-05-17,306,5
5458,FIN,Finland,2019-12-31,0,0
5459,FIN,Finland,2020-01-01,0,0
5460,FIN,Finland,2020-01-02,0,0
5461,FIN,Finland,2020-01-03,0,0
5462,FIN,Finland,2020-01-04,0,0
5463,FIN,Finland,2020-01-05,0,0
5464,FIN,Finland,2020-01-06,0,0
5465,FIN,Finland,2020-01-07,0,0
5466,FIN,Finland,2020-01-08,0,0
5467,FIN,Finland,2020-01-09,0,0
5468,FIN,Finland,2020-01-10,0,0
5469,FIN,Finland,2020-01-11,0,0
5470,FIN,Finland,2020-01-12,0,0
5471,FIN,Finland,2020-01-13,0,0
5472,FIN,Finland,2020-01-14,0,0
5473,FIN,Finland,2020-01-15,0,0
5474,FIN,Finland,2020-01-16,0,0
5475,FIN,Finland,2020-01-17,0,0
5476,FIN,Finland,2020-01-18,0,0
5477,FIN,Finland,2020-01-19,0,0
5478,FIN,Finland,2020-01-20,0,0
5479,FIN,Finland,2020-01-21,0,0
5480,FIN,Finland,2020-01-22,0,0
5481,FIN,Finland,2020-01-23,0,0
5482,FIN,Finland,2020-01-24,0,0
5483,FIN,Finland,2020-01-25,0,0
5484,FIN,Finland,2020-01-26,0,0
5485,FIN,Finland,2020-01-27,0,0
5486,FIN,Finland,2020-01-28,0,0
5487,FIN,Finland,2020-01-29,0,0
5488,FIN,Finland,2020-01-30,1,0
5489,FIN,Finland,2020-01-31,1,0
5490,FIN,Finland,2020-02-01,1,0
5491,FIN,Finland,2020-02-02,1,0
5492,FIN,Finland,2020-02-03,1,0
5493,FIN,Finland,2020-02-04,1,0
5494,FIN,Finland,2020-02-05,1,0
5495,FIN,Finland,2020-02-06,1,0
5496,FIN,Finland,2020-02-07,1,0
5497,FIN,Finland,2020-02-08,1,0
5498,FIN,Finland,2020-02-09,1,0
5499,FIN,Finland,2020-02-10,1,0
5500,FIN,Finland,2020-02-11,1,0
5501,FIN,Finland,2020-02-12,1,0
5502,FIN,Finland,2020-02-13,1,0
5503,FIN,Finland,2020-02-14,1,0
5504,FIN,Finland,2020-02-15,1,0
5505,FIN,Finland,2020-02-16,1,0
5506,FIN,Finland,2020-02-17,1,0
5507,FIN,Finland,2020-02-18,1,0
5508,FIN,Finland,2020-02-19,1,0
5509,FIN,Finland,2020-02-20,1,0
5510,FIN,Finland,2020-02-21,1,0
5511,FIN,Finland,2020-02-22,1,0
5512,FIN,Finland,2020-02-23,1,0
5513,FIN,Finland,2020-02-24,1,0
5514,FIN,Finland,2020-02-25,1,0
5515,FIN,Finland,2020-02-26,1,0
5516,FIN,Finland,2020-02-27,2,0
5517,FIN,Finland,2020-02-28,2,0
5518,FIN,Finland,2020-02-29,3,0
5519,FIN,Finland,2020-03-01,3,0
5520,FIN,Finland,2020-03-02,6,0
5521,FIN,Finland,2020-03-03,0,0
5522,FIN,Finland,2020-03-04,7,0
5523,FIN,Finland,2020-03-05,0,0
5524,FIN,Finland,2020-03-06,12,0
5525,FIN,Finland,2020-03-07,19,0
5526,FIN,Finland,2020-03-08,0,0
5527,FIN,Finland,2020-03-09,30,0
5528,FIN,Finland,2020-03-10,40,0
5529,FIN,Finland,2020-03-11,0,0
5530,FIN,Finland,2020-03-12,59,0
5531,FIN,Finland,2020-03-13,155,0
5532,FIN,Finland,2020-03-14,183,0
5533,FIN,Finland,2020-03-15,210,0
5534,FIN,Finland,2020-03-16,267,0
5535,FIN,Finland,2020-03-17,272,0
5536,FIN,Finland,2020-03-18,319,0
5537,FIN,Finland,2020-03-19,369,0
5538,FIN,Finland,2020-03-20,400,0
5539,FIN,Finland,2020-03-21,450,0
5540,FIN,Finland,2020-03-22,521,1
5541,FIN,Finland,2020-03-23,626,1
5542,FIN,Finland,2020-03-24,700,1
5543,FIN,Finland,2020-03-25,792,1
5544,FIN,Finland,2020-03-26,880,3
5545,FIN,Finland,2020-03-27,958,4
5546,FIN,Finland,2020-03-28,1025,7
5547,FIN,Finland,2020-03-29,1218,9
5548,FIN,Finland,2020-03-30,1218,11
5549,FIN,Finland,2020-03-31,1313,13
5550,FIN,Finland,2020-04-01,1384,17
5551,FIN,Finland,2020-04-02,1446,17
5552,FIN,Finland,2020-04-03,1518,19
5553,FIN,Finland,2020-04-04,1615,20
5554,FIN,Finland,2020-04-05,1882,25
5555,FIN,Finland,2020-04-06,1927,27
5556,FIN,Finland,2020-04-07,2176,27
5557,FIN,Finland,2020-04-08,2308,34
5558,FIN,Finland,2020-04-09,2487,40
5559,FIN,Finland,2020-04-10,2605,42
5560,FIN,Finland,2020-04-11,2769,48
5561,FIN,Finland,2020-04-12,2905,49
5562,FIN,Finland,2020-04-13,2974,56
5563,FIN,Finland,2020-04-14,3064,59
5564,FIN,Finland,2020-04-15,3161,64
5565,FIN,Finland,2020-04-16,3237,72
5566,FIN,Finland,2020-04-17,3369,75
5567,FIN,Finland,2020-04-18,3489,82
5568,FIN,Finland,2020-04-19,3681,90
5569,FIN,Finland,2020-04-20,3783,94
5570,FIN,Finland,2020-04-21,3868,98
5571,FIN,Finland,2020-04-22,4014,141
5572,FIN,Finland,2020-04-23,4129,149
5573,FIN,Finland,2020-04-24,4284,172
5574,FIN,Finland,2020-04-25,4395,177
5575,FIN,Finland,2020-04-26,4475,186
5576,FIN,Finland,2020-04-27,4576,190
5577,FIN,Finland,2020-04-28,4695,193
5578,FIN,Finland,2020-04-29,4740,199
5579,FIN,Finland,2020-04-30,4906,206
5580,FIN,Finland,2020-05-01,4995,211
5581,FIN,Finland,2020-05-02,5051,218
5582,FIN,Finland,2020-05-03,5179,220
5583,FIN,Finland,2020-05-04,5254,230
5584,FIN,Finland,2020-05-05,5327,240
5585,FIN,Finland,2020-05-06,5412,246
5586,FIN,Finland,2020-05-07,5573,252
5587,FIN,Finland,2020-05-08,5673,255
5588,FIN,Finland,2020-05-09,5738,260
5589,FIN,Finland,2020-05-10,5880,265
5590,FIN,Finland,2020-05-11,5962,267
5591,FIN,Finland,2020-05-12,5984,271
5592,FIN,Finland,2020-05-13,6003,275
5593,FIN,Finland,2020-05-14,6054,284
5594,FIN,Finland,2020-05-15,6145,287
5595,FIN,Finland,2020-05-16,6228,293
5596,FIN,Finland,2020-05-17,6286,297
5597,FJI,Fiji,2020-03-20,1,0
5598,FJI,Fiji,2020-03-21,1,0
5599,FJI,Fiji,2020-03-22,2,0
5600,FJI,Fiji,2020-03-23,3,0
5601,FJI,Fiji,2020-03-24,4,0
5602,FJI,Fiji,2020-03-25,5,0
5603,FJI,Fiji,2020-03-26,5,0
